id,period,allocation,cost,rows,starting_cash,final_equity,net_profit,n_trades,n_campaigns,n_adds,expectancy,profit_factor,max_close_sampled_drawdown,observed_log_growth_per_day,geometric_return_per_campaign,risk_of_ruin_probability,milestones,censored,risk
walk_forward_01__mode_cap_2pct__risk-0.02__stress_sensitivity,walk_forward_01,mode_cap_2pct,stress_sensitivity,4110,50.0,50.0,0.0,0,0,0,,,0.0,,,,"[{'equity_usd': 100, 'hit': False, 'first_observed_time': None, 'elapsed_days': None, 'status': 'censored_at_data_end'}, {'equity_usd': 250, 'hit': False, 'first_observed_time': None, 'elapsed_days': None, 'status': 'censored_at_data_end'}, {'equity_usd': 500, 'hit': False, 'first_observed_time': None, 'elapsed_days': None, 'status': 'censored_at_data_end'}, {'equity_usd': 1000, 'hit': False, 'first_observed_time': None, 'elapsed_days': None, 'status': 'censored_at_data_end'}, {'equity_usd': 10000, 'hit': False, 'first_observed_time': None, 'elapsed_days': None, 'status': 'censored_at_data_end'}, {'equity_usd': 50000, 'hit': False, 'first_observed_time': None, 'elapsed_days': None, 'status': 'censored_at_data_end'}]",True,0.02
walk_forward_01__mode_cap_3_5pct__risk-0.035__baseline_assumptions,walk_forward_01,mode_cap_3_5pct,baseline_assumptions,4110,50.0,50.0,0.0,0,0,0,,,0.0,,,,"[{'equity_usd': 100, 'hit': False, 'first_observed_time': None, 'elapsed_days': None, 'status': 'censored_at_data_end'}, {'equity_usd': 250, 'hit': False, 'first_observed_time': None, 'elapsed_days': None, 'status': 'censored_at_data_end'}, {'equity_usd': 500, 'hit': False, 'first_observed_time': None, 'elapsed_days': None, 'status': 'censored_at_data_end'}, {'equity_usd': 1000, 'hit': False, 'first_observed_time': None, 'elapsed_days': None, 'status': 'censored_at_data_end'}, {'equity_usd': 10000, 'hit': False, 'first_observed_time': None, 'elapsed_days': None, 'status': 'censored_at_data_end'}, {'equity_usd': 50000, 'hit': False, 'first_observed_time': None, 'elapsed_days': None, 'status': 'censored_at_data_end'}]",True,0.035
walk_forward_01__mode_cap_3_5pct__risk-0.035__stress_sensitivity,walk_forward_01,mode_cap_3_5pct,stress_sensitivity,4110,50.0,50.0,0.0,0,0,0,,,0.0,,,,"[{'equity_usd': 100, 'hit': False, 'first_observed_time': None, 'elapsed_days': None, 'status': 'censored_at_data_end'}, {'equity_usd': 250, 'hit': False, 'first_observed_time': None, 'elapsed_days': None, 'status': 'censored_at_data_end'}, {'equity_usd': 500, 'hit': False, 'first_observed_time': None, 'elapsed_days': None, 'status': 'censored_at_data_end'}, {'equity_usd': 1000, 'hit': False, 'first_observed_time': None, 'elapsed_days': None, 'status': 'censored_at_data_end'}, {'equity_usd': 10000, 'hit': False, 'first_observed_time': None, 'elapsed_days': None, 'status': 'censored_at_data_end'}, {'equity_usd': 50000, 'hit': False, 'first_observed_time': None, 'elapsed_days': None, 'status': 'censored_at_data_end'}]",True,0.035
walk_forward_01__baseline_modes_2_3_5_5pct__risk-0.05__baseline_assumptions,walk_forward_01,baseline_modes_2_3_5_5pct,baseline_assumptions,4110,50.0,50.0,0.0,0,0,0,,,0.0,,,,"[{'equity_usd': 100, 'hit': False, 'first_observed_time': None, 'elapsed_days': None, 'status': 'censored_at_data_end'}, {'equity_usd': 250, 'hit': False, 'first_observed_time': None, 'elapsed_days': None, 'status': 'censored_at_data_end'}, {'equity_usd': 500, 'hit': False, 'first_observed_time': None, 'elapsed_days': None, 'status': 'censored_at_data_end'}, {'equity_usd': 1000, 'hit': False, 'first_observed_time': None, 'elapsed_days': None, 'status': 'censored_at_data_end'}, {'equity_usd': 10000, 'hit': False, 'first_observed_time': None, 'elapsed_days': None, 'status': 'censored_at_data_end'}, {'equity_usd': 50000, 'hit': False, 'first_observed_time': None, 'elapsed_days': None, 'status': 'censored_at_data_end'}]",True,0.05
walk_forward_01__baseline_modes_2_3_5_5pct__risk-0.05__stress_sensitivity,walk_forward_01,baseline_modes_2_3_5_5pct,stress_sensitivity,4110,50.0,50.0,0.0,0,0,0,,,0.0,,,,"[{'equity_usd': 100, 'hit': False, 'first_observed_time': None, 'elapsed_days': None, 'status': 'censored_at_data_end'}, {'equity_usd': 250, 'hit': False, 'first_observed_time': None, 'elapsed_days': None, 'status': 'censored_at_data_end'}, {'equity_usd': 500, 'hit': False, 'first_observed_time': None, 'elapsed_days': None, 'status': 'censored_at_data_end'}, {'equity_usd': 1000, 'hit': False, 'first_observed_time': None, 'elapsed_days': None, 'status': 'censored_at_data_end'}, {'equity_usd': 10000, 'hit': False, 'first_observed_time': None, 'elapsed_days': None, 'status': 'censored_at_data_end'}, {'equity_usd': 50000, 'hit': False, 'first_observed_time': None, 'elapsed_days': None, 'status': 'censored_at_data_end'}]",True,0.05
walk_forward_01__stress_extreme_7_5pct_NONDEPLOYABLE__risk-0.075__baseline_assumptions,walk_forward_01,stress_extreme_7_5pct_NONDEPLOYABLE,baseline_assumptions,4110,50.0,50.0,0.0,0,0,0,,,0.0,,,,"[{'equity_usd': 100, 'hit': False, 'first_observed_time': None, 'elapsed_days': None, 'status': 'censored_at_data_end'}, {'equity_usd': 250, 'hit': False, 'first_observed_time': None, 'elapsed_days': None, 'status': 'censored_at_data_end'}, {'equity_usd': 500, 'hit': False, 'first_observed_time': None, 'elapsed_days': None, 'status': 'censored_at_data_end'}, {'equity_usd': 1000, 'hit': False, 'first_observed_time': None, 'elapsed_days': None, 'status': 'censored_at_data_end'}, {'equity_usd': 10000, 'hit': False, 'first_observed_time': None, 'elapsed_days': None, 'status': 'censored_at_data_end'}, {'equity_usd': 50000, 'hit': False, 'first_observed_time': None, 'elapsed_days': None, 'status': 'censored_at_data_end'}]",True,0.075
walk_forward_01__stress_extreme_7_5pct_NONDEPLOYABLE__risk-0.075__stress_sensitivity,walk_forward_01,stress_extreme_7_5pct_NONDEPLOYABLE,stress_sensitivity,4110,50.0,50.0,0.0,0,0,0,,,0.0,,,,"[{'equity_usd': 100, 'hit': False, 'first_observed_time': None, 'elapsed_days': None, 'status': 'censored_at_data_end'}, {'equity_usd': 250, 'hit': False, 'first_observed_time': None, 'elapsed_days': None, 'status': 'censored_at_data_end'}, {'equity_usd': 500, 'hit': False, 'first_observed_time': None, 'elapsed_days': None, 'status': 'censored_at_data_end'}, {'equity_usd': 1000, 'hit': False, 'first_observed_time': None, 'elapsed_days': None, 'status': 'censored_at_data_end'}, {'equity_usd': 10000, 'hit': False, 'first_observed_time': None, 'elapsed_days': None, 'status': 'censored_at_data_end'}, {'equity_usd': 50000, 'hit': False, 'first_observed_time': None, 'elapsed_days': None, 'status': 'censored_at_data_end'}]",True,0.075
walk_forward_01__stress_extreme_10pct_NONDEPLOYABLE__risk-0.1__baseline_assumptions,walk_forward_01,stress_extreme_10pct_NONDEPLOYABLE,baseline_assumptions,4110,50.0,50.0,0.0,0,0,0,,,0.0,,,,"[{'equity_usd': 100, 'hit': False, 'first_observed_time': None, 'elapsed_days': None, 'status': 'censored_at_data_end'}, {'equity_usd': 250, 'hit': False, 'first_observed_time': None, 'elapsed_days': None, 'status': 'censored_at_data_end'}, {'equity_usd': 500, 'hit': False, 'first_observed_time': None, 'elapsed_days': None, 'status': 'censored_at_data_end'}, {'equity_usd': 1000, 'hit': False, 'first_observed_time': None, 'elapsed_days': None, 'status': 'censored_at_data_end'}, {'equity_usd': 10000, 'hit': False, 'first_observed_time': None, 'elapsed_days': None, 'status': 'censored_at_data_end'}, {'equity_usd': 50000, 'hit': False, 'first_observed_time': None, 'elapsed_days': None, 'status': 'censored_at_data_end'}]",True,0.1
walk_forward_01__stress_extreme_10pct_NONDEPLOYABLE__risk-0.1__stress_sensitivity,walk_forward_01,stress_extreme_10pct_NONDEPLOYABLE,stress_sensitivity,4110,50.0,50.0,0.0,0,0,0,,,0.0,,,,"[{'equity_usd': 100, 'hit': False, 'first_observed_time': None, 'elapsed_days': None, 'status': 'censored_at_data_end'}, {'equity_usd': 250, 'hit': False, 'first_observed_time': None, 'elapsed_days': None, 'status': 'censored_at_data_end'}, {'equity_usd': 500, 'hit': False, 'first_observed_time': None, 'elapsed_days': None, 'status': 'censored_at_data_end'}, {'equity_usd': 1000, 'hit': False, 'first_observed_time': None, 'elapsed_days': None, 'status': 'censored_at_data_end'}, {'equity_usd': 10000, 'hit': False, 'first_observed_time': None, 'elapsed_days': None, 'status': 'censored_at_data_end'}, {'equity_usd': 50000, 'hit': False, 'first_observed_time': None, 'elapsed_days': None, 'status': 'censored_at_data_end'}]",True,0.1
walk_forward_02__mode_cap_2pct__risk-0.02__baseline_assumptions,walk_forward_02,mode_cap_2pct,baseline_assumptions,3840,50.0,50.0,0.0,0,0,0,,,0.0,,,,"[{'equity_usd': 100, 'hit': False, 'first_observed_time': None, 'elapsed_days': None, 'status': 'censored_at_data_end'}, {'equity_usd': 250, 'hit': False, 'first_observed_time': None, 'elapsed_days': None, 'status': 'censored_at_data_end'}, {'equity_usd': 500, 'hit': False, 'first_observed_time': None, 'elapsed_days': None, 'status': 'censored_at_data_end'}, {'equity_usd': 1000, 'hit': False, 'first_observed_time': None, 'elapsed_days': None, 'status': 'censored_at_data_end'}, {'equity_usd': 10000, 'hit': False, 'first_observed_time': None, 'elapsed_days': None, 'status': 'censored_at_data_end'}, {'equity_usd': 50000, 'hit': False, 'first_observed_time': None, 'elapsed_days': None, 'status': 'censored_at_data_end'}]",True,0.02
walk_forward_02__mode_cap_2pct__risk-0.02__stress_sensitivity,walk_forward_02,mode_cap_2pct,stress_sensitivity,3840,50.0,50.0,0.0,0,0,0,,,0.0,,,,"[{'equity_usd': 100, 'hit': False, 'first_observed_time': None, 'elapsed_days': None, 'status': 'censored_at_data_end'}, {'equity_usd': 250, 'hit': False, 'first_observed_time': None, 'elapsed_days': None, 'status': 'censored_at_data_end'}, {'equity_usd': 500, 'hit': False, 'first_observed_time': None, 'elapsed_days': None, 'status': 'censored_at_data_end'}, {'equity_usd': 1000, 'hit': False, 'first_observed_time': None, 'elapsed_days': None, 'status': 'censored_at_data_end'}, {'equity_usd': 10000, 'hit': False, 'first_observed_time': None, 'elapsed_days': None, 'status': 'censored_at_data_end'}, {'equity_usd': 50000, 'hit': False, 'first_observed_time': None, 'elapsed_days': None, 'status': 'censored_at_data_end'}]",True,0.02
walk_forward_02__mode_cap_3_5pct__risk-0.035__baseline_assumptions,walk_forward_02,mode_cap_3_5pct,baseline_assumptions,3840,50.0,50.0,0.0,0,0,0,,,0.0,,,,"[{'equity_usd': 100, 'hit': False, 'first_observed_time': None, 'elapsed_days': None, 'status': 'censored_at_data_end'}, {'equity_usd': 250, 'hit': False, 'first_observed_time': None, 'elapsed_days': None, 'status': 'censored_at_data_end'}, {'equity_usd': 500, 'hit': False, 'first_observed_time': None, 'elapsed_days': None, 'status': 'censored_at_data_end'}, {'equity_usd': 1000, 'hit': False, 'first_observed_time': None, 'elapsed_days': None, 'status': 'censored_at_data_end'}, {'equity_usd': 10000, 'hit': False, 'first_observed_time': None, 'elapsed_days': None, 'status': 'censored_at_data_end'}, {'equity_usd': 50000, 'hit': False, 'first_observed_time': None, 'elapsed_days': None, 'status': 'censored_at_data_end'}]",True,0.035
walk_forward_02__mode_cap_3_5pct__risk-0.035__stress_sensitivity,walk_forward_02,mode_cap_3_5pct,stress_sensitivity,3840,50.0,50.0,0.0,0,0,0,,,0.0,,,,"[{'equity_usd': 100, 'hit': False, 'first_observed_time': None, 'elapsed_days': None, 'status': 'censored_at_data_end'}, {'equity_usd': 250, 'hit': False, 'first_observed_time': None, 'elapsed_days': None, 'status': 'censored_at_data_end'}, {'equity_usd': 500, 'hit': False, 'first_observed_time': None, 'elapsed_days': None, 'status': 'censored_at_data_end'}, {'equity_usd': 1000, 'hit': False, 'first_observed_time': None, 'elapsed_days': None, 'status': 'censored_at_data_end'}, {'equity_usd': 10000, 'hit': False, 'first_observed_time': None, 'elapsed_days': None, 'status': 'censored_at_data_end'}, {'equity_usd': 50000, 'hit': False, 'first_observed_time': None, 'elapsed_days': None, 'status': 'censored_at_data_end'}]",True,0.035
walk_forward_02__baseline_modes_2_3_5_5pct__risk-0.05__baseline_assumptions,walk_forward_02,baseline_modes_2_3_5_5pct,baseline_assumptions,3840,50.0,50.0,0.0,0,0,0,,,0.0,,,,"[{'equity_usd': 100, 'hit': False, 'first_observed_time': None, 'elapsed_days': None, 'status': 'censored_at_data_end'}, {'equity_usd': 250, 'hit': False, 'first_observed_time': None, 'elapsed_days': None, 'status': 'censored_at_data_end'}, {'equity_usd': 500, 'hit': False, 'first_observed_time': None, 'elapsed_days': None, 'status': 'censored_at_data_end'}, {'equity_usd': 1000, 'hit': False, 'first_observed_time': None, 'elapsed_days': None, 'status': 'censored_at_data_end'}, {'equity_usd': 10000, 'hit': False, 'first_observed_time': None, 'elapsed_days': None, 'status': 'censored_at_data_end'}, {'equity_usd': 50000, 'hit': False, 'first_observed_time': None, 'elapsed_days': None, 'status': 'censored_at_data_end'}]",True,0.05
walk_forward_02__baseline_modes_2_3_5_5pct__risk-0.05__stress_sensitivity,walk_forward_02,baseline_modes_2_3_5_5pct,stress_sensitivity,3840,50.0,50.0,0.0,0,0,0,,,0.0,,,,"[{'equity_usd': 100, 'hit': False, 'first_observed_time': None, 'elapsed_days': None, 'status': 'censored_at_data_end'}, {'equity_usd': 250, 'hit': False, 'first_observed_time': None, 'elapsed_days': None, 'status': 'censored_at_data_end'}, {'equity_usd': 500, 'hit': False, 'first_observed_time': None, 'elapsed_days': None, 'status': 'censored_at_data_end'}, {'equity_usd': 1000, 'hit': False, 'first_observed_time': None, 'elapsed_days': None, 'status': 'censored_at_data_end'}, {'equity_usd': 10000, 'hit': False, 'first_observed_time': None, 'elapsed_days': None, 'status': 'censored_at_data_end'}, {'equity_usd': 50000, 'hit': False, 'first_observed_time': None, 'elapsed_days': None, 'status': 'censored_at_data_end'}]",True,0.05
walk_forward_02__stress_extreme_7_5pct_NONDEPLOYABLE__risk-0.075__baseline_assumptions,walk_forward_02,stress_extreme_7_5pct_NONDEPLOYABLE,baseline_assumptions,3840,50.0,50.0,0.0,0,0,0,,,0.0,,,,"[{'equity_usd': 100, 'hit': False, 'first_observed_time': None, 'elapsed_days': None, 'status': 'censored_at_data_end'}, {'equity_usd': 250, 'hit': False, 'first_observed_time': None, 'elapsed_days': None, 'status': 'censored_at_data_end'}, {'equity_usd': 500, 'hit': False, 'first_observed_time': None, 'elapsed_days': None, 'status': 'censored_at_data_end'}, {'equity_usd': 1000, 'hit': False, 'first_observed_time': None, 'elapsed_days': None, 'status': 'censored_at_data_end'}, {'equity_usd': 10000, 'hit': False, 'first_observed_time': None, 'elapsed_days': None, 'status': 'censored_at_data_end'}, {'equity_usd': 50000, 'hit': False, 'first_observed_time': None, 'elapsed_days': None, 'status': 'censored_at_data_end'}]",True,0.075
walk_forward_02__stress_extreme_7_5pct_NONDEPLOYABLE__risk-0.075__stress_sensitivity,walk_forward_02,stress_extreme_7_5pct_NONDEPLOYABLE,stress_sensitivity,3840,50.0,50.0,0.0,0,0,0,,,0.0,,,,"[{'equity_usd': 100, 'hit': False, 'first_observed_time': None, 'elapsed_days': None, 'status': 'censored_at_data_end'}, {'equity_usd': 250, 'hit': False, 'first_observed_time': None, 'elapsed_days': None, 'status': 'censored_at_data_end'}, {'equity_usd': 500, 'hit': False, 'first_observed_time': None, 'elapsed_days': None, 'status': 'censored_at_data_end'}, {'equity_usd': 1000, 'hit': False, 'first_observed_time': None, 'elapsed_days': None, 'status': 'censored_at_data_end'}, {'equity_usd': 10000, 'hit': False, 'first_observed_time': None, 'elapsed_days': None, 'status': 'censored_at_data_end'}, {'equity_usd': 50000, 'hit': False, 'first_observed_time': None, 'elapsed_days': None, 'status': 'censored_at_data_end'}]",True,0.075
walk_forward_02__stress_extreme_10pct_NONDEPLOYABLE__risk-0.1__baseline_assumptions,walk_forward_02,stress_extreme_10pct_NONDEPLOYABLE,baseline_assumptions,3840,50.0,50.0,0.0,0,0,0,,,0.0,,,,"[{'equity_usd': 100, 'hit': False, 'first_observed_time': None, 'elapsed_days': None, 'status': 'censored_at_data_end'}, {'equity_usd': 250, 'hit': False, 'first_observed_time': None, 'elapsed_days': None, 'status': 'censored_at_data_end'}, {'equity_usd': 500, 'hit': False, 'first_observed_time': None, 'elapsed_days': None, 'status': 'censored_at_data_end'}, {'equity_usd': 1000, 'hit': False, 'first_observed_time': None, 'elapsed_days': None, 'status': 'censored_at_data_end'}, {'equity_usd': 10000, 'hit': False, 'first_observed_time': None, 'elapsed_days': None, 'status': 'censored_at_data_end'}, {'equity_usd': 50000, 'hit': False, 'first_observed_time': None, 'elapsed_days': None, 'status': 'censored_at_data_end'}]",True,0.1
walk_forward_02__stress_extreme_10pct_NONDEPLOYABLE__risk-0.1__stress_sensitivity,walk_forward_02,stress_extreme_10pct_NONDEPLOYABLE,stress_sensitivity,3840,50.0,50.0,0.0,0,0,0,,,0.0,,,,"[{'equity_usd': 100, 'hit': False, 'first_observed_time': None, 'elapsed_days': None, 'status': 'censored_at_data_end'}, {'equity_usd': 250, 'hit': False, 'first_observed_time': None, 'elapsed_days': None, 'status': 'censored_at_data_end'}, {'equity_usd': 500, 'hit': False, 'first_observed_time': None, 'elapsed_days': None, 'status': 'censored_at_data_end'}, {'equity_usd': 1000, 'hit': False, 'first_observed_time': None, 'elapsed_days': None, 'status': 'censored_at_data_end'}, {'equity_usd': 10000, 'hit': False, 'first_observed_time': None, 'elapsed_days': None, 'status': 'censored_at_data_end'}, {'equity_usd': 50000, 'hit': False, 'first_observed_time': None, 'elapsed_days': None, 'status': 'censored_at_data_end'}]",True,0.1
walk_forward_03__mode_cap_2pct__risk-0.02__baseline_assumptions,walk_forward_03,mode_cap_2pct,baseline_assumptions,3816,50.0,50.0,0.0,0,0,0,,,0.0,,,,"[{'equity_usd': 100, 'hit': False, 'first_observed_time': None, 'elapsed_days': None, 'status': 'censored_at_data_end'}, {'equity_usd': 250, 'hit': False, 'first_observed_time': None, 'elapsed_days': None, 'status': 'censored_at_data_end'}, {'equity_usd': 500, 'hit': False, 'first_observed_time': None, 'elapsed_days': None, 'status': 'censored_at_data_end'}, {'equity_usd': 1000, 'hit': False, 'first_observed_time': None, 'elapsed_days': None, 'status': 'censored_at_data_end'}, {'equity_usd': 10000, 'hit': False, 'first_observed_time': None, 'elapsed_days': None, 'status': 'censored_at_data_end'}, {'equity_usd': 50000, 'hit': False, 'first_observed_time': None, 'elapsed_days': None, 'status': 'censored_at_data_end'}]",True,0.02
walk_forward_03__mode_cap_2pct__risk-0.02__stress_sensitivity,walk_forward_03,mode_cap_2pct,stress_sensitivity,3816,50.0,50.0,0.0,0,0,0,,,0.0,,,,"[{'equity_usd': 100, 'hit': False, 'first_observed_time': None, 'elapsed_days': None, 'status': 'censored_at_data_end'}, {'equity_usd': 250, 'hit': False, 'first_observed_time': None, 'elapsed_days': None, 'status': 'censored_at_data_end'}, {'equity_usd': 500, 'hit': False, 'first_observed_time': None, 'elapsed_days': None, 'status': 'censored_at_data_end'}, {'equity_usd': 1000, 'hit': False, 'first_observed_time': None, 'elapsed_days': None, 'status': 'censored_at_data_end'}, {'equity_usd': 10000, 'hit': False, 'first_observed_time': None, 'elapsed_days': None, 'status': 'censored_at_data_end'}, {'equity_usd': 50000, 'hit': False, 'first_observed_time': None, 'elapsed_days': None, 'status': 'censored_at_data_end'}]",True,0.02
walk_forward_03__mode_cap_3_5pct__risk-0.035__baseline_assumptions,walk_forward_03,mode_cap_3_5pct,baseline_assumptions,3816,50.0,50.0,0.0,0,0,0,,,0.0,,,,"[{'equity_usd': 100, 'hit': False, 'first_observed_time': None, 'elapsed_days': None, 'status': 'censored_at_data_end'}, {'equity_usd': 250, 'hit': False, 'first_observed_time': None, 'elapsed_days': None, 'status': 'censored_at_data_end'}, {'equity_usd': 500, 'hit': False, 'first_observed_time': None, 'elapsed_days': None, 'status': 'censored_at_data_end'}, {'equity_usd': 1000, 'hit': False, 'first_observed_time': None, 'elapsed_days': None, 'status': 'censored_at_data_end'}, {'equity_usd': 10000, 'hit': False, 'first_observed_time': None, 'elapsed_days': None, 'status': 'censored_at_data_end'}, {'equity_usd': 50000, 'hit': False, 'first_observed_time': None, 'elapsed_days': None, 'status': 'censored_at_data_end'}]",True,0.035
walk_forward_03__mode_cap_3_5pct__risk-0.035__stress_sensitivity,walk_forward_03,mode_cap_3_5pct,stress_sensitivity,3816,50.0,50.0,0.0,0,0,0,,,0.0,,,,"[{'equity_usd': 100, 'hit': False, 'first_observed_time': None, 'elapsed_days': None, 'status': 'censored_at_data_end'}, {'equity_usd': 250, 'hit': False, 'first_observed_time': None, 'elapsed_days': None, 'status': 'censored_at_data_end'}, {'equity_usd': 500, 'hit': False, 'first_observed_time': None, 'elapsed_days': None, 'status': 'censored_at_data_end'}, {'equity_usd': 1000, 'hit': False, 'first_observed_time': None, 'elapsed_days': None, 'status': 'censored_at_data_end'}, {'equity_usd': 10000, 'hit': False, 'first_observed_time': None, 'elapsed_days': None, 'status': 'censored_at_data_end'}, {'equity_usd': 50000, 'hit': False, 'first_observed_time': None, 'elapsed_days': None, 'status': 'censored_at_data_end'}]",True,0.035
walk_forward_03__baseline_modes_2_3_5_5pct__risk-0.05__baseline_assumptions,walk_forward_03,baseline_modes_2_3_5_5pct,baseline_assumptions,3816,50.0,50.0,0.0,0,0,0,,,0.0,,,,"[{'equity_usd': 100, 'hit': False, 'first_observed_time': None, 'elapsed_days': None, 'status': 'censored_at_data_end'}, {'equity_usd': 250, 'hit': False, 'first_observed_time': None, 'elapsed_days': None, 'status': 'censored_at_data_end'}, {'equity_usd': 500, 'hit': False, 'first_observed_time': None, 'elapsed_days': None, 'status': 'censored_at_data_end'}, {'equity_usd': 1000, 'hit': False, 'first_observed_time': None, 'elapsed_days': None, 'status': 'censored_at_data_end'}, {'equity_usd': 10000, 'hit': False, 'first_observed_time': None, 'elapsed_days': None, 'status': 'censored_at_data_end'}, {'equity_usd': 50000, 'hit': False, 'first_observed_time': None, 'elapsed_days': None, 'status': 'censored_at_data_end'}]",True,0.05
walk_forward_03__baseline_modes_2_3_5_5pct__risk-0.05__stress_sensitivity,walk_forward_03,baseline_modes_2_3_5_5pct,stress_sensitivity,3816,50.0,50.0,0.0,0,0,0,,,0.0,,,,"[{'equity_usd': 100, 'hit': False, 'first_observed_time': None, 'elapsed_days': None, 'status': 'censored_at_data_end'}, {'equity_usd': 250, 'hit': False, 'first_observed_time': None, 'elapsed_days': None, 'status': 'censored_at_data_end'}, {'equity_usd': 500, 'hit': False, 'first_observed_time': None, 'elapsed_days': None, 'status': 'censored_at_data_end'}, {'equity_usd': 1000, 'hit': False, 'first_observed_time': None, 'elapsed_days': None, 'status': 'censored_at_data_end'}, {'equity_usd': 10000, 'hit': False, 'first_observed_time': None, 'elapsed_days': None, 'status': 'censored_at_data_end'}, {'equity_usd': 50000, 'hit': False, 'first_observed_time': None, 'elapsed_days': None, 'status': 'censored_at_data_end'}]",True,0.05
walk_forward_03__stress_extreme_7_5pct_NONDEPLOYABLE__risk-0.075__baseline_assumptions,walk_forward_03,stress_extreme_7_5pct_NONDEPLOYABLE,baseline_assumptions,3816,50.0,50.0,0.0,0,0,0,,,0.0,,,,"[{'equity_usd': 100, 'hit': False, 'first_observed_time': None, 'elapsed_days': None, 'status': 'censored_at_data_end'}, {'equity_usd': 250, 'hit': False, 'first_observed_time': None, 'elapsed_days': None, 'status': 'censored_at_data_end'}, {'equity_usd': 500, 'hit': False, 'first_observed_time': None, 'elapsed_days': None, 'status': 'censored_at_data_end'}, {'equity_usd': 1000, 'hit': False, 'first_observed_time': None, 'elapsed_days': None, 'status': 'censored_at_data_end'}, {'equity_usd': 10000, 'hit': False, 'first_observed_time': None, 'elapsed_days': None, 'status': 'censored_at_data_end'}, {'equity_usd': 50000, 'hit': False, 'first_observed_time': None, 'elapsed_days': None, 'status': 'censored_at_data_end'}]",True,0.075
walk_forward_03__stress_extreme_7_5pct_NONDEPLOYABLE__risk-0.075__stress_sensitivity,walk_forward_03,stress_extreme_7_5pct_NONDEPLOYABLE,stress_sensitivity,3816,50.0,50.0,0.0,0,0,0,,,0.0,,,,"[{'equity_usd': 100, 'hit': False, 'first_observed_time': None, 'elapsed_days': None, 'status': 'censored_at_data_end'}, {'equity_usd': 250, 'hit': False, 'first_observed_time': None, 'elapsed_days': None, 'status': 'censored_at_data_end'}, {'equity_usd': 500, 'hit': False, 'first_observed_time': None, 'elapsed_days': None, 'status': 'censored_at_data_end'}, {'equity_usd': 1000, 'hit': False, 'first_observed_time': None, 'elapsed_days': None, 'status': 'censored_at_data_end'}, {'equity_usd': 10000, 'hit': False, 'first_observed_time': None, 'elapsed_days': None, 'status': 'censored_at_data_end'}, {'equity_usd': 50000, 'hit': False, 'first_observed_time': None, 'elapsed_days': None, 'status': 'censored_at_data_end'}]",True,0.075
walk_forward_03__stress_extreme_10pct_NONDEPLOYABLE__risk-0.1__baseline_assumptions,walk_forward_03,stress_extreme_10pct_NONDEPLOYABLE,baseline_assumptions,3816,50.0,50.0,0.0,0,0,0,,,0.0,,,,"[{'equity_usd': 100, 'hit': False, 'first_observed_time': None, 'elapsed_days': None, 'status': 'censored_at_data_end'}, {'equity_usd': 250, 'hit': False, 'first_observed_time': None, 'elapsed_days': None, 'status': 'censored_at_data_end'}, {'equity_usd': 500, 'hit': False, 'first_observed_time': None, 'elapsed_days': None, 'status': 'censored_at_data_end'}, {'equity_usd': 1000, 'hit': False, 'first_observed_time': None, 'elapsed_days': None, 'status': 'censored_at_data_end'}, {'equity_usd': 10000, 'hit': False, 'first_observed_time': None, 'elapsed_days': None, 'status': 'censored_at_data_end'}, {'equity_usd': 50000, 'hit': False, 'first_observed_time': None, 'elapsed_days': None, 'status': 'censored_at_data_end'}]",True,0.1
walk_forward_03__stress_extreme_10pct_NONDEPLOYABLE__risk-0.1__stress_sensitivity,walk_forward_03,stress_extreme_10pct_NONDEPLOYABLE,stress_sensitivity,3816,50.0,50.0,0.0,0,0,0,,,0.0,,,,"[{'equity_usd': 100, 'hit': False, 'first_observed_time': None, 'elapsed_days': None, 'status': 'censored_at_data_end'}, {'equity_usd': 250, 'hit': False, 'first_observed_time': None, 'elapsed_days': None, 'status': 'censored_at_data_end'}, {'equity_usd': 500, 'hit': False, 'first_observed_time': None, 'elapsed_days': None, 'status': 'censored_at_data_end'}, {'equity_usd': 1000, 'hit': False, 'first_observed_time': None, 'elapsed_days': None, 'status': 'censored_at_data_end'}, {'equity_usd': 10000, 'hit': False, 'first_observed_time': None, 'elapsed_days': None, 'status': 'censored_at_data_end'}, {'equity_usd': 50000, 'hit': False, 'first_observed_time': None, 'elapsed_days': None, 'status': 'censored_at_data_end'}]",True,0.1
walk_forward_04__mode_cap_2pct__risk-0.02__baseline_assumptions,walk_forward_04,mode_cap_2pct,baseline_assumptions,3864,50.0,50.0,0.0,0,0,0,,,0.0,,,,"[{'equity_usd': 100, 'hit': False, 'first_observed_time': None, 'elapsed_days': None, 'status': 'censored_at_data_end'}, {'equity_usd': 250, 'hit': False, 'first_observed_time': None, 'elapsed_days': None, 'status': 'censored_at_data_end'}, {'equity_usd': 500, 'hit': False, 'first_observed_time': None, 'elapsed_days': None, 'status': 'censored_at_data_end'}, {'equity_usd': 1000, 'hit': False, 'first_observed_time': None, 'elapsed_days': None, 'status': 'censored_at_data_end'}, {'equity_usd': 10000, 'hit': False, 'first_observed_time': None, 'elapsed_days': None, 'status': 'censored_at_data_end'}, {'equity_usd': 50000, 'hit': False, 'first_observed_time': None, 'elapsed_days': None, 'status': 'censored_at_data_end'}]",True,0.02
